gene1_Label	gene1_start	gene1_end	gene1_reference	Atf1_Transcription_Factor1_Label	Atf1_Transcription_Factor167_Offset
gene-LOC727483	5505957	5508205	NC_037641.1	Atf1_3611	-72
gene-LOC412727	5387275	5393513	NC_037641.1	Atf1_3629	46
gene-LOC102655942	5490380	5491343	NC_037641.1	Atf1_3614	80
gene-LOC102655942	5490380	5491343	NC_037641.1	Atf1_3615	50
gene-LOC552614	5501403	5505516	NC_037641.1	Atf1_3612	-76
gene-LOC725645	5394062	5397214	NC_037641.1	Atf1_3626	-41
gene-LOC725645	5394062	5397214	NC_037641.1	Atf1_3627	62
gene-LOC725645	5394062	5397214	NC_037641.1	Atf1_3628	-31
gene-LOC412416	5521488	5528274	NC_037641.1	Atf1_3610	8
gene-LOC102655144	5327262	5328619	NC_037641.1	Atf1_3630	-42
gene-LOC413508	5427568	5429370	NC_037641.1	Atf1_3621	33
gene-LOC413508	5427568	5429370	NC_037641.1	Atf1_3622	-80
gene-LOC410084	5421813	5426969	NC_037641.1	Atf1_3623	-94
gene-LOC410084	5421813	5426969	NC_037641.1	Atf1_3624	3
gene-LOC413331	5531650	5550043	NC_037641.1	Atf1_3609	76
gene-LOC726176	5495318	5495968	NC_037641.1	Atf1_3613	49
gene-LOC412221	5415171	5418271	NC_037641.1	Atf1_3625	-22
gene-LOC727528	5486108	5489305	NC_037641.1	Atf1_3616	-87
gene-LOC102655838	5455926	5464954	NC_037641.1	Atf1_3620	-22
gene-LOC107964350	5681983	5684159	NC_037641.1	Atf1_3606	38
gene-LOC409833	5790380	5792348	NC_037641.1	Atf1_3602	-62
gene-LOC551515	5586643	5600817	NC_037641.1	Atf1_3607	86
gene-LOC551515	5586643	5600817	NC_037641.1	Atf1_3608	27
gene-LOC551355	5866785	5871512	NC_037641.1	Atf1_3599	-47
gene-LOC102655796	5684298	5686953	NC_037641.1	Atf1_3605	-74
gene-LOC725341	5860646	5863507	NC_037641.1	Atf1_3600	65
gene-LOC413440	5738950	5778371	NC_037641.1	Atf1_3603	-69
gene-LOC726073	5855062	5860650	NC_037641.1	Atf1_3601	-59
gene-LOC551672	5735815	5738398	NC_037641.1	Atf1_3604	-31
gene-LOC726421	6460472	6466821	NC_037641.1	Atf1_3584	77
gene-LOC113218754	6319325	6319540	NC_037641.1	Atf1_3586	65
gene-LOC113218754	6319325	6319540	NC_037641.1	Atf1_3587	75
gene-LOC107964335	6543382	6547441	NC_037641.1	Atf1_3583	46
gene-LOC100576272	5919076	5921426	NC_037641.1	Atf1_3595	-22
gene-LOC102654889	6730346	6733926	NC_037641.1	Atf1_3578	-39
gene-LOC113218717	5893402	5893885	NC_037641.1	Atf1_3598	33
gene-LOC100578823	5901419	5911764	NC_037641.1	Atf1_3596	74
gene-LOC100578823	5901419	5911764	NC_037641.1	Atf1_3597	-44
gene-LOC107964272	6454031	6455067	NC_037641.1	Atf1_3585	-26
gene-LOC411618	5921306	5923480	NC_037641.1	Atf1_3594	5
gene-LOC102654858	6727305	6729297	NC_037641.1	Atf1_3579	37
gene-LOC409134	5923397	5926462	NC_037641.1	Atf1_3593	19
gene-LOC113218752	5972613	6001185	NC_037641.1	Atf1_3590	74
gene-LOC113218752	5972613	6001185	NC_037641.1	Atf1_3591	86
gene-LOC107964360	6001213	6009470	NC_037641.1	Atf1_3589	47
gene-LOC113218755	5940308	5940523	NC_037641.1	Atf1_3592	65
gene-LOC102654773	6720464	6727083	NC_037641.1	Atf1_3580	-26
gene-LOC102654773	6720464	6727083	NC_037641.1	Atf1_3581	38
gene-LOC102654773	6720464	6727083	NC_037641.1	Atf1_3582	48
gene-LOC113218743	6980051	6987265	NC_037641.1	Atf1_3577	42
gene-LOC725011	7587235	7589123	NC_037641.1	Atf1_3572	-86
gene-LOC725253	7858839	7859814	NC_037641.1	Atf1_3567	54
gene-LOC107964300	7696987	7722232	NC_037641.1	Atf1_3570	49
gene-LOC100578609	6987178	7054578	NC_037641.1	Atf1_3574	8
gene-LOC100576514	7974362	7975943	NC_037641.1	Atf1_3564	-87
gene-LOC100576514	7974362	7975943	NC_037641.1	Atf1_3565	23
gene-LOC100578579	7701297	7853129	NC_037641.1	Atf1_3569	-67
gene-LOC113218741	7942533	7946008	NC_037641.1	Atf1_3566	48
gene-LOC102655228	7683557	7694571	NC_037641.1	Atf1_3571	-41
gene-LOC725208	7855739	7858573	NC_037641.1	Atf1_3568	10
gene-LOC408808	8134584	8140325	NC_037641.1	Atf1_3563	-88
gene-LOC552635	8880402	8881617	NC_037641.1	Atf1_3551	-80
gene-LOC725701	8860437	8865364	NC_037641.1	Atf1_3553	-83
gene-LOC411026	8489908	8492934	NC_037641.1	Atf1_3559	-56
gene-LOC724888	8482829	8487001	NC_037641.1	Atf1_3560	-29
gene-LOC409596	8875263	8880353	NC_037641.1	Atf1_3552	10
gene-LOC107964305	8606505	8609522	NC_037641.1	Atf1_3557	-20
gene-LOC408805	8519204	8526427	NC_037641.1	Atf1_3558	-65
gene-LOC113218739	8636372	8637858	NC_037641.1	Atf1_3556	-16
gene-LOC725209	8647482	8651947	NC_037641.1	Atf1_3555	21
gene-LOC102655177	8249724	8252483	NC_037641.1	Atf1_3561	-25
gene-LOC102655177	8249724	8252483	NC_037641.1	Atf1_3562	81
gene-LOC409051	9944789	10022676	NC_037641.1	Atf1_3550	65
gene-LOC113218730	10037506	10040815	NC_037641.1	Atf1_3549	-82
gene-LOC102654949	10239866	10243620	NC_037641.1	Atf1_3543	27
gene-LOC408918	10543284	10545021	NC_037641.1	Atf1_3539	77
gene-LOC408918	10543284	10545021	NC_037641.1	Atf1_3540	89
gene-LOC100577553	10516132	10517848	NC_037641.1	Atf1_3541	98
gene-LOC552249	10203629	10210650	NC_037641.1	Atf1_3546	-97
gene-LOC725169	10502640	10512665	NC_037641.1	Atf1_3542	-49
gene-LOC724481	10211308	10218718	NC_037641.1	Atf1_3545	-31
gene-LOC413591	10218909	10222056	NC_037641.1	Atf1_3544	10
gene-LOC725510	10608881	10613341	NC_037641.1	Atf1_3538	80
gene-LOC411589	10161556	10168074	NC_037641.1	Atf1_3547	67
gene-LOC408797	10783517	10798201	NC_037641.1	Atf1_3532	-26
gene-LOC411019	10707516	10780366	NC_037641.1	Atf1_3533	19
gene-LOC411019	10707516	10780366	NC_037641.1	Atf1_3534	31
gene-LOC725962	11059835	11063448	NC_037641.1	Atf1_3531	-43
gene-LOC408796	11070392	11076494	NC_037641.1	Atf1_3529	67
gene-LOC408796	11070392	11076494	NC_037641.1	Atf1_3530	10
gene-LOC100576894	11093118	11096913	NC_037641.1	Atf1_3528	-86
gene-LOC107964271	10619516	10624126	NC_037641.1	Atf1_3537	-78
gene-LOC726254	11213997	11227021	NC_037641.1	Atf1_3522	49
gene-LOC726307	11229580	11252054	NC_037641.1	Atf1_3521	-43
gene-LOC551774	11106602	11114058	NC_037641.1	Atf1_3526	-16
gene-LOC102655817	11124639	11125531	NC_037641.1	Atf1_3524	-26
gene-LOC102656652	10642045	10643894	NC_037641.1	Atf1_3535	46
gene-LOC102656652	10642045	10643894	NC_037641.1	Atf1_3536	48
gene-LOC411515	11115160	11116216	NC_037641.1	Atf1_3525	37
gene-LOC408794	11168833	11172312	NC_037641.1	Atf1_3523	46
gene-LOC102655740	11537658	11538989	NC_037641.1	Atf1_3511	-89
gene-LOC102655740	11537658	11538989	NC_037641.1	Atf1_3512	83
gene-LOC724346	11502351	11503912	NC_037641.1	Atf1_3518	-22
gene-LOC100576100	11263316	11264834	NC_037641.1	Atf1_3520	-100
gene-LOC408791	11493811	11501746	NC_037641.1	Atf1_3519	51
gene-LOC411006	11534245	11537802	NC_037641.1	Atf1_3513	18
gene-LOC411006	11534245	11537802	NC_037641.1	Atf1_3514	19
gene-LOC411006	11534245	11537802	NC_037641.1	Atf1_3515	-19
gene-LOC724922	11559874	11561666	NC_037641.1	Atf1_3508	69
gene-LOC725102	11819132	11820284	NC_037641.1	Atf1_3506	85
gene-LOC411003	11555299	11558301	NC_037641.1	Atf1_3509	-36
gene-LOC724698	11541116	11544051	NC_037641.1	Atf1_3510	45
gene-LOC113218756	11518214	11518352	NC_037641.1	Atf1_3516	7
gene-LOC408790	11507394	11511869	NC_037641.1	Atf1_3517	53
gene-LOC411579	11891205	11894477	NC_037641.1	Atf1_3505	20
gene-LOC409118	11916610	11920182	NC_037641.1	Atf1_3503	45
gene-LOC409788	11928162	11934734	NC_037641.1	Atf1_3501	24
gene-LOC102655452	11964259	11965059	NC_037641.1	Atf1_3499	80
gene-LOC411581	11906617	11908698	NC_037641.1	Atf1_3504	-84
gene-LOC725703	11938837	11940730	NC_037641.1	Atf1_3500	-89
gene-LOC410999	11996099	11999143	NC_037641.1	Atf1_3496	49
gene-LOC102655905	11920031	11921730	NC_037641.1	Atf1_3502	-37
gene-LOC113218742	11971267	11973430	NC_037641.1	Atf1_3498	60
gene-LOC107964319	11983852	11990390	NC_037641.1	Atf1_3497	4
gene-LOC726602	12183061	12186331	NC_037641.1	Atf1_3487	29
gene-LOC410992	12065829	12067267	NC_037641.1	Atf1_3494	-84
gene-LOC726335	12073470	12088247	NC_037641.1	Atf1_3492	-99
gene-LOC726308	12067810	12070045	NC_037641.1	Atf1_3493	-3
gene-LOC412457	12146780	12149597	NC_037641.1	Atf1_3489	19
gene-LOC102654763	12058126	12059558	NC_037641.1	Atf1_3495	69
gene-LOC726585	12162920	12165439	NC_037641.1	Atf1_3488	30
gene-LOC410990	12088507	12090673	NC_037641.1	Atf1_3490	43
gene-LOC410990	12088507	12090673	NC_037641.1	Atf1_3491	26
gene-LOC409662	12375659	12377603	NC_037641.1	Atf1_3479	-83
gene-LOC409659	12436201	12438250	NC_037641.1	Atf1_3474	-32
gene-LOC409659	12436201	12438250	NC_037641.1	Atf1_3475	93
gene-LOC113218724	12324964	12331338	NC_037641.1	Atf1_3485	-77
gene-LOC113218724	12324964	12331338	NC_037641.1	Atf1_3486	-41
gene-LOC412898	12430949	12432717	NC_037641.1	Atf1_3476	-42
gene-LOC724304	12558117	12564787	NC_037641.1	Atf1_3472	10
gene-LOC113218734	12429072	12430796	NC_037641.1	Atf1_3477	-82
gene-LOC107964317	12508765	12526740	NC_037641.1	Atf1_3473	45
gene-LOC113218727	12619856	12621434	NC_037641.1	Atf1_3471	48
gene-LOC726784	12365804	12368067	NC_037641.1	Atf1_3480	78
gene-LOC726784	12365804	12368067	NC_037641.1	Atf1_3481	75
gene-LOC726784	12365804	12368067	NC_037641.1	Atf1_3482	-87
gene-LOC726866	12394665	12411860	NC_037641.1	Atf1_3478	-51
gene-LOC409949	12774873	12791933	NC_037641.1	Atf1_3457	-83
gene-LOC409949	12774873	12791933	NC_037641.1	Atf1_3458	50
gene-LOC724741	12735663	12738963	NC_037641.1	Atf1_3463	-15
gene-LOC724973	12792088	12823876	NC_037641.1	Atf1_3456	33
gene-LOC551101	12674188	12677151	NC_037641.1	Atf1_3469	90
gene-LOC551101	12674188	12677151	NC_037641.1	Atf1_3470	-83
gene-LOC552213	12748853	12750057	NC_037641.1	Atf1_3461	5
gene-LOC411917	12701382	12709086	NC_037641.1	Atf1_3466	-78
gene-LOC552727	12710099	12712753	NC_037641.1	Atf1_3465	79
gene-LOC102655503	12740386	12748849	NC_037641.1	Atf1_3462	20
gene-LOC107964312	12695244	12696913	NC_037641.1	Atf1_3467	11
gene-LOC107964312	12695244	12696913	NC_037641.1	Atf1_3468	30
gene-LOC413523	12755003	12757470	NC_037641.1	Atf1_3459	94
gene-LOC552194	12751006	12755130	NC_037641.1	Atf1_3460	21
gene-LOC552731	12718319	12732329	NC_037641.1	Atf1_3464	-49
gene-LOC411633	12830141	12833130	NC_037641.1	Atf1_3451	-95
gene-LOC411633	12830141	12833130	NC_037641.1	Atf1_3452	-76
gene-LOC411633	12830141	12833130	NC_037641.1	Atf1_3453	-62
gene-LOC411633	12830141	12833130	NC_037641.1	Atf1_3454	-73
gene-LOC408773	12871441	12872460	NC_037641.1	Atf1_3449	85
gene-LOC100577397	12930266	12979431	NC_037641.1	Atf1_3447	-99
gene-LOC551541	13154849	13155889	NC_037641.1	Atf1_3442	-75
gene-LOC551541	13154849	13155889	NC_037641.1	Atf1_3443	-21
gene-LOC551541	13154849	13155889	NC_037641.1	Atf1_3444	-37
gene-LOC551541	13154849	13155889	NC_037641.1	Atf1_3445	-44
gene-LOC551541	13154849	13155889	NC_037641.1	Atf1_3446	-63
gene-LOC410979	13163372	13192559	NC_037641.1	Atf1_3441	42
gene-LOC725125	12835619	12838646	NC_037641.1	Atf1_3450	-11
gene-LOC409140	12826292	12828686	NC_037641.1	Atf1_3455	-75
gene-LOC725475	12927274	12928712	NC_037641.1	Atf1_3448	-20
gene-LOC409589	157404	158750	NC_037642.1	Atf1_3434	-47
gene-LOC724831	267260	320977	NC_037642.1	Atf1_3432	8
gene-LOC412644	131974	133862	NC_037642.1	Atf1_3435	46
gene-LOC412644	131974	133862	NC_037642.1	Atf1_3436	-7
gene-LOC413757	343826	346743	NC_037642.1	Atf1_3431	-85
gene-LOC551311	31397	33049	NC_037642.1	Atf1_3437	59
gene-LOC552182	161622	165164	NC_037642.1	Atf1_3433	-91
gene-LOC113218560	348411	350303	NC_037642.1	Atf1_3430	54
gene-LOC725909	28962	31772	NC_037642.1	Atf1_3438	-35
gene-LOC725909	28962	31772	NC_037642.1	Atf1_3439	51
gene-LOC725909	28962	31772	NC_037642.1	Atf1_3440	-32
gene-LOC551929	780709	783498	NC_037642.1	Atf1_3421	25
gene-LOC552572	508240	512059	NC_037642.1	Atf1_3426	-87
gene-LOC102655600	2024629	2238194	NC_037642.1	Atf1_3410	-39
gene-LOC725492	2266524	2269355	NC_037642.1	Atf1_3408	7
gene-LOC725492	2266524	2269355	NC_037642.1	Atf1_3409	65
gene-LOC411060	1919442	1929829	NC_037642.1	Atf1_3413	-30
gene-LOC411060	1919442	1929829	NC_037642.1	Atf1_3414	49
gene-LOC113218814	406379	408449	NC_037642.1	Atf1_3427	37
gene-LOC727639	577075	598017	NC_037642.1	Atf1_3422	-84
gene-LOC411058	1759896	1838178	NC_037642.1	Atf1_3415	15
gene-LOC411058	1759896	1838178	NC_037642.1	Atf1_3416	20
gene-LOC411058	1759896	1838178	NC_037642.1	Atf1_3417	18
gene-LOC725409	370465	373890	NC_037642.1	Atf1_3428	-35
gene-LOC412442	1001238	1003036	NC_037642.1	Atf1_3418	-6
gene-LOC724450	1944755	1989363	NC_037642.1	Atf1_3411	87
gene-LOC113218780	874822	880555	NC_037642.1	Atf1_3420	-42
gene-LOC727432	557636	563373	NC_037642.1	Atf1_3424	0
gene-LOC413809	564373	574030	NC_037642.1	Atf1_3423	-10
gene-LOC102655134	1951192	1952232	NC_037642.1	Atf1_3412	60
gene-LOC411919	814391	995408	NC_037642.1	Atf1_3419	-38
gene-LOC107965828	365825	370227	NC_037642.1	Atf1_3429	90
gene-LOC552566	523281	526328	NC_037642.1	Atf1_3425	-77
gene-LOC409063	3633193	3637991	NC_037642.1	Atf1_3392	7
gene-LOC551459	2945116	2946833	NC_037642.1	Atf1_3398	89
gene-LOC551982	2865795	2868847	NC_037642.1	Atf1_3401	34
gene-LOC724385	2720214	2761137	NC_037642.1	Atf1_3403	1
gene-LOC113218796	4226974	4229060	NC_037642.1	Atf1_3389	-23
gene-LOC550749	3001132	3007290	NC_037642.1	Atf1_3395	83
gene-LOC725074	3293168	3296782	NC_037642.1	Atf1_3394	6
gene-LOC113218793	4361980	4413827	NC_037642.1	Atf1_3387	-83
gene-LOC113218817	2308652	2308760	NC_037642.1	Atf1_3406	-49
gene-LOC107964483	2898987	2906595	NC_037642.1	Atf1_3399	84
gene-LOC107964483	2898987	2906595	NC_037642.1	Atf1_3400	55
gene-LOC725210	3632005	3633063	NC_037642.1	Atf1_3393	-33
gene-LOC102656245	4248695	4252616	NC_037642.1	Atf1_3388	-100
gene-LOC102655788	2358562	2360577	NC_037642.1	Atf1_3404	-39
gene-LOC102655788	2358562	2360577	NC_037642.1	Atf1_3405	-32
gene-LOC100576359	2288021	2290670	NC_037642.1	Atf1_3407	-73
gene-LOC725255	3640489	3648232	NC_037642.1	Atf1_3391	-48
gene-LOC412859	3787494	3956688	NC_037642.1	Atf1_3390	54
gene-LOC410128	2997185	2998209	NC_037642.1	Atf1_3396	-12
gene-LOC410128	2997185	2998209	NC_037642.1	Atf1_3397	-2
gene-LOC102656371	5370540	5372802	NC_037642.1	Atf1_3375	-29
gene-LOC411465	4996878	5001400	NC_037642.1	Atf1_3380	-53
gene-LOC409782	4757405	4933196	NC_037642.1	Atf1_3381	-62
gene-LOC102655278	5167348	5170035	NC_037642.1	Atf1_3377	12
gene-LOC102655278	5167348	5170035	NC_037642.1	Atf1_3378	26
gene-LOC107964404	5007582	5018010	NC_037642.1	Atf1_3379	-97
gene-LOC724924	4738074	4745099	NC_037642.1	Atf1_3382	51
gene-LOC107964516	5302318	5306166	NC_037642.1	Atf1_3376	-27
gene-LOC411070	5488488	5498191	NC_037642.1	Atf1_3364	67
gene-LOC100577896	5399560	5403165	NC_037642.1	Atf1_3371	-41
gene-LOC411068	5475787	5485228	NC_037642.1	Atf1_3368	10
gene-LOC411065	5416313	5437784	NC_037642.1	Atf1_3369	-65
gene-LOC411065	5416313	5437784	NC_037642.1	Atf1_3370	-58
gene-LOC552102	5394338	5395460	NC_037642.1	Atf1_3372	-11
gene-LOC411069	5485566	5488110	NC_037642.1	Atf1_3365	3
gene-LOC411069	5485566	5488110	NC_037642.1	Atf1_3366	6
gene-LOC411069	5485566	5488110	NC_037642.1	Atf1_3367	-18
gene-LOC102655751	5760479	5765226	NC_037642.1	Atf1_3361	48
gene-LOC100578741	5642613	5654048	NC_037642.1	Atf1_3362	-16
gene-LOC100578741	5642613	5654048	NC_037642.1	Atf1_3363	-80
gene-LOC113218782	5386851	5387151	NC_037642.1	Atf1_3373	-98
gene-LOC113218782	5386851	5387151	NC_037642.1	Atf1_3374	-91
gene-LOC412408	6541227	6545014	NC_037642.1	Atf1_3348	-93
gene-LOC412408	6541227	6545014	NC_037642.1	Atf1_3349	-84
gene-LOC411076	5826210	5831367	NC_037642.1	Atf1_3359	43
gene-LOC411076	5826210	5831367	NC_037642.1	Atf1_3360	55
gene-LOC102656199	5897052	5898357	NC_037642.1	Atf1_3357	-17
gene-LOC726047	5906009	5908473	NC_037642.1	Atf1_3356	-21
gene-LOC102654898	5940763	6009900	NC_037642.1	Atf1_3352	4
gene-LOC100579049	5904083	5918266	NC_037642.1	Atf1_3355	-65
gene-LOC552672	6531533	6535490	NC_037642.1	Atf1_3350	39
gene-LOC409167	5919096	5924967	NC_037642.1	Atf1_3354	53
gene-LOC102656326	5827811	5830206	NC_037642.1	Atf1_3358	11
gene-LOC102653921	6526803	6529814	NC_037642.1	Atf1_3351	14
gene-LOC100188940	5925304	5928730	NC_037642.1	Atf1_3353	89
gene-LOC413169	7178068	7188755	NC_037642.1	Atf1_3326	-7
gene-LOC413691	7068442	7071979	NC_037642.1	Atf1_3333	5
gene-LOC102655139	6867461	6869337	NC_037642.1	Atf1_3341	-28
gene-LOC411081	6873157	6874976	NC_037642.1	Atf1_3338	23
gene-LOC409254	6578650	6580087	NC_037642.1	Atf1_3345	-50
gene-LOC412293	6573144	6578013	NC_037642.1	Atf1_3346	38
gene-LOC412293	6573144	6578013	NC_037642.1	Atf1_3347	-68
gene-LOC552748	6593926	6596553	NC_037642.1	Atf1_3342	28
gene-LOC102656705	7149506	7153034	NC_037642.1	Atf1_3329	40
gene-LOC411892	6580130	6591151	NC_037642.1	Atf1_3343	-54
gene-LOC411892	6580130	6591151	NC_037642.1	Atf1_3344	-72
gene-LOC551397	6871551	6872349	NC_037642.1	Atf1_3339	-16
gene-LOC551397	6871551	6872349	NC_037642.1	Atf1_3340	14
gene-LOC410030	7077205	7078932	NC_037642.1	Atf1_3332	43
gene-LOC551830	7191037	7204264	NC_037642.1	Atf1_3324	-66
gene-LOC551830	7191037	7204264	NC_037642.1	Atf1_3325	-1
gene-LOC413170	7173550	7185078	NC_037642.1	Atf1_3327	23
gene-LOC413171	7133464	7171423	NC_037642.1	Atf1_3328	-67
gene-LOC724348	6875838	6878765	NC_037642.1	Atf1_3337	79
gene-LOC552574	7400678	7404502	NC_037642.1	Atf1_3319	-45
gene-LOC725477	7364007	7367633	NC_037642.1	Atf1_3321	3
gene-LOC100578864	7419178	7420743	NC_037642.1	Atf1_3317	9
gene-LOC724974	7440527	7442406	NC_037642.1	Atf1_3314	-99
gene-LOC725568	7384048	7385109	NC_037642.1	Atf1_3320	-4
gene-LOC100576584	7488512	7490577	NC_037642.1	Atf1_3308	-87
gene-LOC100578651	7323154	7326345	NC_037642.1	Atf1_3323	-26
gene-LOC725171	7417411	7418693	NC_037642.1	Atf1_3318	65
gene-LOC102655112	7433593	7435844	NC_037642.1	Atf1_3316	-37
gene-LOC102655240	7439408	7440283	NC_037642.1	Atf1_3315	100
gene-LOC725898	7485561	7487213	NC_037642.1	Atf1_3309	87
gene-LOC724856	7465909	7468866	NC_037642.1	Atf1_3312	-76
gene-LOC552441	7444910	7446715	NC_037642.1	Atf1_3313	46
gene-LOC409334	7354107	7363243	NC_037642.1	Atf1_3322	79
gene-LOC725866	7484351	7485385	NC_037642.1	Atf1_3310	54
gene-LOC107964493	7605472	7608941	NC_037642.1	Atf1_3307	-33
gene-LOC100576216	8524756	8529715	NC_037642.1	Atf1_3286	-51
gene-LOC726255	8268977	8270016	NC_037642.1	Atf1_3302	-91
gene-LOC102653596	8392399	8393723	NC_037642.1	Atf1_3299	23
gene-LOC102653596	8392399	8393723	NC_037642.1	Atf1_3300	34
gene-LOC551619	8503138	8508337	NC_037642.1	Atf1_3289	77
gene-LOC412966	8258505	8260402	NC_037642.1	Atf1_3304	10
gene-LOC412966	8258505	8260402	NC_037642.1	Atf1_3305	20
gene-LOC410165	8434434	8450993	NC_037642.1	Atf1_3291	-84
gene-LOC724349	8538582	8540586	NC_037642.1	Atf1_3284	11
gene-LOC552381	8394441	8398255	NC_037642.1	Atf1_3298	-41
gene-LOC412965	8260863	8266503	NC_037642.1	Atf1_3303	-3
gene-LOC552512	9290857	9317004	NC_037642.1	Atf1_3279	80
gene-LOC409819	8398331	8399874	NC_037642.1	Atf1_3293	-66
gene-LOC409819	8398331	8399874	NC_037642.1	Atf1_3294	-23
gene-LOC409819	8398331	8399874	NC_037642.1	Atf1_3295	-16
gene-LOC409819	8398331	8399874	NC_037642.1	Atf1_3296	88
gene-LOC409819	8398331	8399874	NC_037642.1	Atf1_3297	-13
gene-LOC727113	8492366	8499083	NC_037642.1	Atf1_3290	8
gene-LOC552413	8426296	8428192	NC_037642.1	Atf1_3292	27
gene-LOC409058	9272908	9283585	NC_037642.1	Atf1_3280	-31
gene-LOC100576165	8518201	8519283	NC_037642.1	Atf1_3287	-52
gene-LOC100576165	8518201	8519283	NC_037642.1	Atf1_3288	72
gene-LOC726269	8255951	8258228	NC_037642.1	Atf1_3306	9
gene-LOC724306	8536671	8538050	NC_037642.1	Atf1_3285	91
gene-LOC409818	8287723	8383943	NC_037642.1	Atf1_3301	76
gene-LOC411095	8838190	8841522	NC_037642.1	Atf1_3282	-18
gene-LOC411095	8838190	8841522	NC_037642.1	Atf1_3283	-73
gene-LOC412378	9370057	9372250	NC_037642.1	Atf1_3270	-80
gene-LOC113218771	9377822	9378704	NC_037642.1	Atf1_3267	40
gene-LOC412445	9353817	9355434	NC_037642.1	Atf1_3271	-31
gene-LOC412445	9353817	9355434	NC_037642.1	Atf1_3272	-29
gene-LOC412445	9353817	9355434	NC_037642.1	Atf1_3273	-19
gene-LOC412445	9353817	9355434	NC_037642.1	Atf1_3274	-63
gene-LOC412543	9447805	9457322	NC_037642.1	Atf1_3259	75
gene-LOC412543	9447805	9457322	NC_037642.1	Atf1_3260	82
gene-LOC412059	9329270	9335733	NC_037642.1	Atf1_3277	71
gene-LOC552323	9387519	9388243	NC_037642.1	Atf1_3265	-91
gene-LOC552323	9387519	9388243	NC_037642.1	Atf1_3266	1
gene-LOC107964499	9338117	9342705	NC_037642.1	Atf1_3276	-14
gene-LOC102656249	9504338	9505852	NC_037642.1	Atf1_3254	-24
gene-LOC100576667	9481261	9484654	NC_037642.1	Atf1_3255	-17
gene-LOC100576667	9481261	9484654	NC_037642.1	Atf1_3256	-7
gene-LOC100577803	9372522	9374996	NC_037642.1	Atf1_3268	2
gene-LOC100577803	9372522	9374996	NC_037642.1	Atf1_3269	14
gene-LOC552449	9350192	9351323	NC_037642.1	Atf1_3275	-67
gene-LOC725796	9399264	9400651	NC_037642.1	Atf1_3262	-11
gene-LOC100576101	9552721	9554686	NC_037642.1	Atf1_3253	-11
gene-LOC410056	9474992	9479972	NC_037642.1	Atf1_3257	-23
gene-LOC413763	9436639	9438635	NC_037642.1	Atf1_3261	21
gene-LOC413766	9388822	9392306	NC_037642.1	Atf1_3263	-72
gene-LOC413766	9388822	9392306	NC_037642.1	Atf1_3264	-3
gene-LOC411419	9321440	9326906	NC_037642.1	Atf1_3278	-48
gene-LOC100576826	9463141	9468625	NC_037642.1	Atf1_3258	75
gene-LOC113218769	9742842	9749127	NC_037642.1	Atf1_3245	-65
gene-LOC102656501	9865789	9869133	NC_037642.1	Atf1_3232	57
gene-LOC411106	9717372	9719386	NC_037642.1	Atf1_3246	-43
gene-LOC724258	9971225	9972841	NC_037642.1	Atf1_3221	36
gene-LOC724133	9930419	9932839	NC_037642.1	Atf1_3225	10
gene-LOC724133	9930419	9932839	NC_037642.1	Atf1_3226	20
gene-LOC102654030	9769327	9776076	NC_037642.1	Atf1_3239	27
gene-LOC102654030	9769327	9776076	NC_037642.1	Atf1_3240	34
gene-LOC102654030	9769327	9776076	NC_037642.1	Atf1_3241	37
gene-LOC411829	9914601	9922485	NC_037642.1	Atf1_3227	13
gene-LOC107964412	9889598	9891286	NC_037642.1	Atf1_3230	89
gene-LOC107964412	9889598	9891286	NC_037642.1	Atf1_3231	92
gene-LOC100578440	9750068	9754085	NC_037642.1	Atf1_3242	-98
gene-LOC100578440	9750068	9754085	NC_037642.1	Atf1_3243	20
gene-LOC100578440	9750068	9754085	NC_037642.1	Atf1_3244	-28
gene-LOC408843	10014663	10017701	NC_037642.1	Atf1_3218	10
gene-LOC408843	10014663	10017701	NC_037642.1	Atf1_3219	12
gene-LOC102654993	9699726	9703309	NC_037642.1	Atf1_3249	36
gene-LOC102654993	9699726	9703309	NC_037642.1	Atf1_3250	-39
gene-LOC100576965	10029754	10195053	NC_037642.1	Atf1_3217	90
gene-LOC408842	10004668	10014000	NC_037642.1	Atf1_3220	75
gene-LOC413318	9563508	9573252	NC_037642.1	Atf1_3252	39
gene-LOC100577376	9944397	9956601	NC_037642.1	Atf1_3222	39
